product_id,retailer,country,title,description,category_path,url,image_url,price,barcode,brand,category,attributes
1000045343,Walmart,USA,Uptime Beverage Energy Blueberry Pomegranate Sugar Free 12 fl oz ( Pack Of 12),""""" 
* Experience a refreshing twist with blueberry-pomegranate flavor. 
* Stay energized without the sugar overload for a healthier choice. 
* 12-pack offers great value for your daily energy needs. 
""""","["""" Food"""","""" Beverages"""","""" Energy Drinks"""","""" Energy Drinks""""]",https://www.walmart.com/ip/Uptime-Beverage-Energy-Blueberry-Pomegranate-Sugar-Free-12-fl-oz-Pack-Of-12/9172621766?classType=VARIANT,https://i5.walmartimages.com/seo/Uptime-Beverage-Energy-Blueberry-Pomegranate-Sugar-Free-12-fl-oz-Pack-Of-12_0985502a-ac0d-470a-a2cc-89dad471f06b.a51d3ed07373436d8f9ce2f6155da08b.jpeg,44.99,,Uptime,Energy Drinks,"Carbonization: still; Juice Content: 0-2%; Volume: 355; Flavour: blueberry, pomegranate; Health Claims: no sugar, energy boosting"
1000304279,Kroger,USA,Manzanita Sol Apple Soda Bottle - 2 liter,,"["""" Grocery"""","""" Pantry"""","""" Water, Milk, Soda & Beverages"""","""" Beverages"""","""" Soda & Pop"""","""" Specialty Sodas""""]",https://www.kroger.com/p/manzanita-sol-apple-soda-bottle/0001200001321#:#zipcode=46204&storeid=02100339,https://www.kroger.com/product/images/xlarge/front/0001200001321,2.99,12000013218,Manzanita Sol,Other Non-Cola Carbonates,Pack Type: Bottle; Volume: 2000; Juice Content: 0-2%; Flavour: apple
1000537901,amazon,United Kingdom,"Boost Energy Drink """" 500ml Cans! """" ( Pack Of 12, Orignal)","## Product information 
# Technical Details 
##### General Information 
Item Weight ‎7 kg 
Units ‎6000.0 millilitre 
Brand ‎ Generic 
Format ‎ Liquid 
Manufacturer ‎A.G. Barr 
# Additional Information","["""" Grocery"""","""" Drinks"""","""" Energy Drinks""""]",https://www.amazon.co.uk/dp/B0DKYV4JV2,https://m.media-amazon.com/images/I/615nwFx17qL._AC_UL320_.jpg,15.99,,Boost,Energy Drinks,"Pack Type: Can; Volume: 500; Carbonization: carbonated; Caffeine: 25-50 mg; Sweetener: hfcs, aspartame, acesulfame potassium; Energy Source: b-vitamins; Juice Content: 0-2%; Health Claims: no sugar, energy boosting"
1000656051,Albert Heijn,Netherlands,Hip Pop Living soda pink grapefruit,"characteristics: deposit (only the netherlands), 
use: to open and drink it, 
Highlights: low in kcal & free of sweeteners,100% natural, nothing artificial, with probiotics, contains living cultures.,","["""" soft drink, juices, water"""","""" Ice tea"""","""" ice tea green""""]",https://www.ah.nl/producten/product/wi584163/hip-pop-living-soda-pink-grapefruit,https://static.ah.nl/dam/product/AHI_4354523130303938383930?revLabel=1&rendition=400x400_JPG_Q85&fileType=binary,1.99,5060512670905,Hip Pop,Other Non-Cola Carbonates,"Volume: 330; Pack Type: Can; Diets: vegan; Carbonization: still; Juice Content: 0-2%; Flavour: grapefruit; Health Claims: probiotic; Caffeine: 0-15 mg; Naturally derived: natural flavours, natural; No Artificial Ingredients: no artificial sweeteners"
1000875016,Trendyol,Turkey,cocoon disposable sour cherry flavored powder drink 50's - YLT4418-9283,,"[""""supermarket"""",""""food and beverage"""","""" still drinks""""]",https://www.trendyol.com/yilter/koza-tek-icimlik-visne-aromali-toz-icecek-50-li-ylt4418-9283-p-869259590,https://cdn.dsmcdn.com///ty1544/prod/QC/20240913/23/a11e49ef-d43a-393d-9410-a575befafa08/1_org_zoom.jpg,270.83,,Koza,Powder Concentrates,Count per Unit: 50; Juice Content: 0-2%; Pack Type: Carton/Box; Flavour: cherry; Concentrate Format: powder
1001750440,Walmart,USA,"Culture Pop Soda Sparkling Probiotic Drink, Ginger Lemon, 12 Pack, 12 Fl Oz Cans",""""" 
* PROBIOTIC SODA YOU CAN FEEL GOOD ABOUT!: More flavorful than a seltzer but much less sweet than traditional colas or fruit sodas, CULTURE POP soda is sweetened with fruit juice, no refined sugar ","["""" Food"""","""" Beverages"""","""" Soda Pop"""","""" Modern Soda""""]",https://www.walmart.com/ip/Culture-Pop-Soda-Sparkling-Probiotic-Drink-Ginger-Lemon-12-Pack-12-Fl-Oz-Cans/13707003935?classType=VARIANT,https://i5.walmartimages.com/seo/Culture-Pop-Soda-Sparkling-Probiotic-Drink-Ginger-Lemon-12-Pack-12-Fl-Oz-Cans_10c03161-09ec-4f85-9293-176f17df6c88.957c3c61b319eb45682b41daf40cc521.jpeg,28.9,,Culture Pop,Other Non-Cola Carbonates,"Sustainable Sourcing: organic; Volume: 355; Diets: plant-based, vegan, kosher; Carbonization: carbonated, sparkling; Sweetener: stevia; Juice Content: 0-2%; Flavour: ginger, lemon; Health Claims: digestive health, probiotic; Pack Type: Can; No Artificial Ingredients: no artificial sweeteners, no gmo"
1002966341,Walmart,USA,"Premium Pure Still Spring Water in an Eco- Friendly BPA Free Plant- Based Bottle - Naturally Alkaline, High 8.0 pH - Fully Recyclable Boxed Carton, 16.9 Fl Oz ( Pack of 12)",""""" 
* Just Water Pure Still Spring Water, Plant Based, 500 ML ( Pack Of 12) 
* Just Water Pure Still Spring Water, Plant Based, 500 ML ( Pack Of 12) 
* Just Water Pure Still Spring Water, Plant Based, ","["""" Food"""","""" Beverages"""","""" Water"""","""" Alkaline Water"""","""" All Alkaline Water""""]",https://www.walmart.com/ip/Premium-Pure-Still-Spring-Water-Eco-Friendly-BPA-Free-Plant-Based-Bottle-Naturally-Alkaline-High-8-0-pH-Fully-Recyclable-Boxed-Carton-16-9-Fl-Oz-Pack/13848655672?classType=REGULAR,https://i5.walmartimages.com/seo/Premium-Pure-Still-Spring-Water-Eco-Friendly-BPA-Free-Plant-Based-Bottle-Naturally-Alkaline-High-8-0-pH-Fully-Recyclable-Boxed-Carton-16-9-Fl-Oz-Pack_c860ceee-6890-43bb-bdc4-8fb25fa29fcb.04a2ae18f2c10d9648660fe38bb5ca74.jpeg,32.99,,Just Water,Still Bottled Water,Carbonization: still; Naturally derived: natural; Pack Type: Carton/Box; Volume: 500; Sustainable Packaging: can be recycled; Environmentally Friendly: environmentally friendly; Juice Content: 0-2%
1003013154,Trendyol,Turkey,cocoon disposable mandarin flavored powder drink 50's - SGM1058-6586,,"[""""supermarket"""",""""food and beverage"""","""" still drinks""""]",https://www.trendyol.com/sg38/koza-tek-icimlik-mandalina-aromali-toz-icecek-50-li-sgm1058-6586-p-872149237,https://cdn.dsmcdn.com///ty1542/prod/QC/20240913/23/17cb7795-ab5f-3f4b-a705-aa63fb6131fb/1_org_zoom.jpg,264.04,,Koza,Powder Concentrates,Juice Content: 0-2%; Concentrate Format: powder; Flavour: mandarin
1003119340,Voilà,Canada,Pulp & Press Juice Co Hulk 2.0 Juice 355 mL,Shop Canada,"["""" Fresh Fruits & Vegetables"""","""" Refrigerated Juices, Smoothies & Kombucha""""]",https://voila.ca/products/670226EA,https://voila.ca/images-v3/2d92d19c-0354-49c0-8a91-5260ed0bf531/e1651f94-055a-49cc-975a-d3c75e14fa10/500x500.jpg,7.49,,Pulp & Press,Not from Concentrate 100% Juice,Volume: 355; Juice Features: smoothie; Juice Content: 100%; Pack Type: Liquid Carton
1003591885,amazon,Netherlands,Holy Water from Lourdes 500 ml - 82,"# product data 
collapse all expand all Details of the item ASIN B0B3S13YGX 
manufacturer MAPP 
brand name MAPP 
## important information 
#### legal disclaimer 
the actual product packaging and mater","["""" foodstuffs"""","""" drinks, coffee tea"""","""" Water"""","""" non-carbonated water""""]",https://www.amazon.nl/dp/B0B3S13YGX,https://m.media-amazon.com/images/I/41ct8tYXt+L._AC_UL320_.jpg,39.05,,Lourdes,Still Bottled Water,Volume: 500; Pack Type: Bottle; Carbonization: still; Juice Content: 0-2%
